time,Point Number,Latitude,Longitude,Value1,Temperature,Salinity,Dissolved Oxygen,Density,Value2,Temperature2,Value3,Value4,Value5
243,11,0222.7N,115.6E,9999.9,16.8,87,11.1,1018.99999.9,17.3,999.9,999.9,999.9,999.9
244,11,0322.7N,115.6E,9999.9,16.8,79,13,1018.19999.9,17.4,999.9,999.9,999.9,999.9
245,11,0422.7N,115.6E,9999.9,16.8,74,12.9,1018.29999.9,17.4,999.9,999.9,999.9,999.9
246,11,0522.7N,115.6E,9999.9,16.8,56,8.8,1018.29999.9,17.4,999.9,999.9,999.9,999.9
247,11,0622.7N,115.6E,9999.9,16.8,73,9.4,1017.89999.9,17.4,999.9,999.9,999.9,999.9
248,11,0722.7N,115.6E,9999.9,17,71,8.6,1017.79999.9,17.4,999.9,999.9,999.9,999.9
249,11,0822.7N,115.6E,9999.9,16.6,62,7.2,1017.39999.9,17.4,99.7,99.7,999.9,999.9
250,11,0922.7N,115.6E,9999.9,16.6,69,7.9,1017.29999.9,17.4,999.9,999.9,999.9,999.9
251,11,1022.7N,115.6E,9999.9,16.4,71,8.2,1017.59999.9,17.4,999.9,999.9,999.9,999.9
252,11,1122.7N,115.6E,9999.9,16.3,55,7.1,1018.19999.9,17.4,99.7,99.7,999.9,999.9
253,11,1222.7N,115.6E,9999.9,16.8,64,6.2,1019.19999.9,17.5,999.9,999.9,999.9,999.9
254,11,1322.7N,115.6E,9999.9,16.8,75,7.6,1019.29999.9,17.6,999.9,999.9,999.9,999.9
255,11,1422.7N,115.6E,9999.9,17,72,6.9,1018.69999.9,17.6,99.7,99.7,999.9,999.9
256,11,1522.7N,115.6E,9999.9,17.4,81,6.8,1017.69999.9,17.6,999.9,999.9,999.9,999.9
257,11,1622.7N,115.6E,9999.9,17.4,79,9.6,1016.29999.9,17.6,999.9,999.9,999.9,999.9
258,11,1722.7N,115.6E,9999.9,17.7,85,8.5,1015.39999.9,17.6,99.7,99.7,999.9,999.9
259,11,1822.7N,115.6E,9999.9,17.8,83,6.8,1015.19999.9,17.6,999.9,999.9,999.9,999.9
260,11,1922.7N,115.6E,9999.9,17.7,95,8,1015.09999.9,17.5,999.9,999.9,999.9,999.9
261,11,2022.7N,115.6E,9999.9,17.6,92,6.2,1015.39999.9,17.5,999.9,999.9,999.9,999.9
262,11,2122.7N,115.6E,9999.9,17.4,95,7,1015.29999.9,17.5,999.9,999.9,999.9,999.9
263,11,2222.7N,115.6E,9999.9,17.3,96,8.3,1016.09999.9,17.5,999.9,999.9,999.9,999.9
264,11,2322.7N,115.6E,9999.9,17.3,90,6.1,1016.79999.9,17.5,999.9,999.9,999.9,999.9
265,12,0022.7N,115.6E,9999.9,17.4,90,9.7,1017.19999.9,17.4,999.9,999.9,999.9,999.9
266,12,0122.7N,115.6E,9999.9,17.3,93,8.8,1017.29999.9,17.4,999.9,999.9,999.9,999.9
267,12,0222.7N,115.6E,9999.9,17.4,100,9.6,1017.59999.9,17.4,999.9,999.9,999.9,999.9
268,12,0322.7N,115.6E,9999.9,17.1,102,10,1017.69999.9,17.4,999.9,999.9,999.9,999.9
269,12,0422.7N,115.6E,9999.9,17.1,76,8.6,1016.79999.9,17.4,999.9,999.9,999.9,999.9
270,12,0522.7N,115.6E,9999.9,17.1,74,9.7,1015.79999.9,17.4,999.9,999.9,999.9,999.9
271,12,0622.7N,115.6E,9999.9,17.1,70,8.7,1015.29999.9,17.4,999.9,999.9,999.9,999.9
272,12,0722.7N,115.6E,9999.9,17,56,6.5,1014.89999.9,17.4,999.9,999.9,999.9,999.9
273,12,0822.7N,115.6E,9999.9,17.2,70,7.4,1014.19999.9,17.4,99.7,99.7,999.9,999.9
274,12,0922.7N,115.6E,9999.9,17.2,68,6.4,1014.59999.9,17.4,999.9,999.9,999.9,999.9
275,12,1022.7N,115.6E,9999.9,17.2,73,5.7,1014.89999.9,17.5,999.9,999.9,999.9,999.9
276,12,1122.7N,115.6E,9999.9,17.2,77,7.2,1015.19999.9,17.5,99.7,99.7,999.9,999.9
277,12,1222.7N,115.6E,9999.9,17.4,80,6.8,1015.59999.9,17.7,999.9,999.9,999.9,999.9
278,12,1322.7N,115.6E,9999.9,17.7,73,6.6,1015.69999.9,17.8,999.9,999.9,999.9,999.9
279,12,1422.7N,115.6E,9999.9,18.4,80,6.7,1015.39999.9,17.8,99.7,99.7,999.9,999.9
280,12,1522.7N,115.6E,9999.9,18.7,95,7.3,1014.79999.9,17.8,999.9,999.9,999.9,999.9
281,12,1622.7N,115.6E,9999.9,18.8,87,7.4,1013.49999.9,17.8,999.9,999.9,999.9,999.9
282,12,1722.7N,115.6E,9999.9,18.7,83,8.8,1012.59999.9,17.8,99.7,99.7,999.9,999.9
283,12,1822.7N,115.6E,9999.9,18.7,89,7.6,1012.19999.9,17.7,999.9,999.9,999.9,999.9
284,12,1922.7N,115.6E,9999.9,18.5,87,8.8,1012.09999.9,17.7,999.9,999.9,999.9,999.9
285,12,2022.7N,115.6E,9999.9,18,81,8,1012.49999.9,17.6,999.9,999.9,999.9,999.9
286,12,2122.7N,115.6E,9999.9,18,84,7.6,1012.49999.9,17.6,999.9,999.9,999.9,999.9
287,12,2222.7N,115.6E,9999.9,18.1,83,7.4,1012.79999.9,17.6,999.9,999.9,999.9,999.9
288,12,2322.7N,115.6E,9999.9,17.9,81,8.2,1013.09999.9,17.6,999.9,999.9,999.9,999.9
289,13,0022.7N,115.6E,9999.9,17.9,82,9.3,1013.09999.9,17.5,999.9,999.9,999.9,999.9
290,13,0122.7N,115.6E,9999.9,17.9,83,9.7,1013.19999.9,17.5,999.9,999.9,999.9,999.9
291,13,0222.7N,115.6E,9999.9,17.7,79,9.3,1013.29999.9,17.5,999.9,999.9,999.9,999.9
292,13,0322.7N,115.6E,9999.9,17.8,84,8.8,1012.99999.9,17.5,999.9,999.9,999.9,999.9
293,13,0422.7N,115.6E,9999.9,17.8,82,9,1012.49999.9,17.5,999.9,999.9,999.9,999.9
294,13,0522.7N,115.6E,9999.9,17.7,78,8.1,1011.79999.9,17.5,999.9,999.9,999.9,999.9
295,13,0622.7N,115.6E,9999.9,17.7,84,7.1,1011.29999.9,17.5,999.9,999.9,999.9,999.9
296,13,0722.7N,115.6E,9999.9,17.6,79,8.1,1010.79999.9,17.5,999.9,999.9,999.9,999.9
297,13,0822.7N,115.6E,9999.9,17.6,70,6.6,1010.99999.9,17.5,99.7,99.7,999.9,999.9
298,13,0922.7N,115.6E,9999.9,17.7,75,6.9,1011.19999.9,17.5,999.9,999.9,999.9,999.9
299,13,1022.7N,115.6E,9999.9,17.7,82,8.2,1010.99999.9,17.6,999.9,999.9,999.9,999.9
300,13,1122.7N,115.6E,9999.9,18,73,6.7,1011.49999.9,17.7,99.7,99.7,999.9,999.9
301,13,1222.7N,115.6E,9999.9,18.4,93,5,1012.39999.9,17.8,999.9,999.9,999.9,999.9
302,13,1322.7N,115.6E,9999.9,18.8,74,4,1012.69999.9,17.8,999.9,999.9,999.9,999.9
303,13,1422.7N,115.6E,9999.9,19.7,72,2.2,1012.19999.9,17.7,99.7,99.7,999.9,999.9
304,13,1522.7N,115.6E,9999.9,19.6,63,2.6,1011.59999.9,17.6,999.9,999.9,999.9,999.9
305,13,1622.7N,115.6E,9999.9,19.6,63,1.9,1010.69999.9,17.6,999.9,999.9,999.9,999.9
306,13,1722.7N,115.6E,9999.9,19.4,67,2.3,1009.69999.9,17.6,99.7,99.7,999.9,999.9
307,13,1822.7N,115.6E,9999.9,19.6,89,2.1,1009.19999.9,17.6,999.9,999.9,999.9,999.9
308,13,1922.7N,115.6E,9999.9,20.2,138,2.3,1009.19999.9,17.6,999.9,999.9,999.9,999.9
309,13,2022.7N,115.6E,9999.9,20.3,125,2.8,1009.09999.9,17.7,999.9,999.9,999.9,999.9
310,13,2122.7N,115.6E,9999.9,21,150,2.8,1009.29999.9,17.7,999.9,999.9,999.9,999.9
311,13,2222.7N,115.6E,9999.9,20.4,131,2.9,1009.39999.9,17.7,999.9,999.9,999.9,999.9
312,13,2322.7N,115.6E,9999.9,20.4,127,2.4,1009.89999.9,17.7,999.9,999.9,999.9,999.9
313,14,0022.7N,115.6E,9999.9,21.6,166,4.2,1009.89999.9,17.7,999.9,999.9,999.9,999.9
314,14,0122.7N,115.6E,9999.9,21.8,174,4,1009.79999.9,17.7,999.9,999.9,999.9,999.9
315,14,0222.7N,115.6E,9999.9,22.2,182,2.8,1009.59999.9,17.7,999.9,999.9,999.9,999.9
316,14,0322.7N,115.6E,9999.9,21.1,205,3.5,1009.39999.9,17.7,999.9,999.9,999.9,999.9
317,14,0422.7N,115.6E,9999.9,20.7,223,3.1,1009.29999.9,17.7,999.9,999.9,999.9,999.9
318,14,0522.7N,115.6E,9999.9,20.2,228,4.6,1008.79999.9,17.8,999.9,999.9,999.9,999.9
319,14,0622.7N,115.6E,9999.9,20.1,242,4.5,1008.59999.9,17.8,999.9,999.9,999.9,999.9
320,14,0722.7N,115.6E,9999.9,20.5,289,2.1,1008.39999.9,17.9,999.9,999.9,999.9,999.9
321,14,0822.7N,115.6E,9999.9,20.9,248,2.1,1008.39999.9,17.9,99.7,99.7,999.9,999.9
322,14,0922.7N,115.6E,9999.9,20.7,306,6.1,1008.79999.9,17.9,999.9,999.9,999.9,999.9
323,14,1022.7N,115.6E,9999.9,20.5,281,2.7,1009.39999.9,17.9,999.9,999.9,999.9,999.9
324,14,1122.7N,115.6E,9999.9,19.9,255,3.2,1009.89999.9,18,99.7,99.7,999.9,999.9
325,14,1222.7N,115.6E,9999.9,20.6,238,2,1010.19999.9,18.2,999.9,999.9,999.9,999.9
326,14,1322.7N,115.6E,9999.9,20.2,267,2.6,1010.29999.9,18.3,999.9,999.9,999.9,999.9
327,14,1422.7N,115.6E,9999.9,20.1,288,3.4,1010.29999.9,18.4,99.7,99.7,999.9,999.9
328,14,1522.7N,115.6E,9999.9,20.8,292,3.7,1009.29999.9,18.8,999.9,999.9,999.9,999.9
329,14,1622.7N,115.6E,9999.9,21.2,243,2.9,1008.19999.9,18.9,999.9,999.9,999.9,999.9
330,14,1722.7N,115.6E,9999.9,22.4,240,3.7,1007.29999.9,19.2,99.7,99.7,999.9,999.9
331,14,1822.7N,115.6E,9999.9,22.7,222,2.6,1006.59999.9,19.3,999.9,999.9,999.9,999.9
332,14,1922.7N,115.6E,9999.9,23.2,231,3.3,1006.39999.9,19.2,999.9,999.9,999.9,999.9
333,14,2022.7N,115.6E,9999.9,22.4,227,5.1,1006.39999.9,19.1,999.9,999.9,999.9,999.9
334,14,2122.7N,115.6E,9999.9,21.6,238,3.8,1006.99999.9,19.2,999.9,999.9,999.9,999.9
335,14,2222.7N,115.6E,9999.9,21.5,230,3.1,1007.59999.9,18.8,999.9,999.9,999.9,999.9
336,14,2322.7N,115.6E,9999.9,20.9,223,2.6,1008.29999.9,18.5,999.9,999.9,999.9,999.9
337,15,0022.7N,115.6E,9999.9,20.6,231,2.5,1008.79999.9,18.2,999.9,999.9,999.9,999.9
338,15,0122.7N,115.6E,9999.9,20.5,258,1.3,1009.29999.9,18,999.9,999.9,999.9,999.9
339,15,0222.7N,115.6E,9999.9,20.4,295,1.7,1009.29999.9,18,999.9,999.9,999.9,999.9
340,15,0322.7N,115.6E,9999.9,21,289,1,1009.69999.9,18,999.9,999.9,999.9,999.9
341,15,0422.7N,115.6E,9999.9,21.2,306,0.8,1009.99999.9,17.9,999.9,999.9,999.9,999.9
342,15,0522.7N,115.6E,9999.9,20.2,341,1.3,1010.09999.9,18.1,999.9,999.9,999.9,999.9
343,15,0622.7N,115.6E,9999.9,20.7,345,1.7,1009.79999.9,18.1,999.9,999.9,999.9,999.9
344,15,0722.7N,115.6E,9999.9,19.8,266,1.5,1009.89999.9,18.2,999.9,999.9,999.9,999.9
345,15,0822.7N,115.6E,9999.9,19.6,280,2.4,1009.89999.9,18.3,99.7,99.7,999.9,999.9
346,15,0922.7N,115.6E,9999.9,19.8,311,1.9,1010.49999.9,18.3,999.9,999.9,999.9,999.9
347,15,1022.7N,115.6E,9999.9,18.7,6,4,1011.19999.9,18.3,999.9,999.9,999.9,999.9
348,15,1122.7N,115.6E,9999.9,18.9,18,4.5,1012.29999.9,18.2,99.7,99.7,999.9,999.9
349,15,1222.7N,115.6E,9999.9,17.5,72,10.6,1013.89999.9,18,999.9,999.9,999.9,999.9
350,15,1322.7N,115.6E,9999.9,17.2,72,11.1,1014.59999.9,17.9,999.9,999.9,999.9,999.9
351,15,1422.7N,115.6E,9999.9,16,30,7.6,1014.69999.9,17.8,99.7,99.7,999.9,999.9
352,15,1522.7N,115.6E,9999.9,15,29,7.6,1014.29999.9,17.8,999.9,999.9,999.9,999.9
353,15,1622.7N,115.6E,9999.9,15.9,26,7,1013.29999.9,17.8,999.9,999.9,999.9,999.9
354,15,1722.7N,115.6E,9999.9,15.8,22,5.6,1012.79999.9,17.7,99.7,99.7,999.9,999.9
355,15,1822.7N,115.6E,9999.9,15.4,21,6,1012.79999.9,17.7,999.9,999.9,999.9,999.9
356,15,1922.7N,115.6E,9999.9,15,18,6.9,1013.19999.9,17.7,999.9,999.9,999.9,999.9
357,15,2022.7N,115.6E,9999.9,14.4,18,6.5,1013.99999.9,17.6,999.9,999.9,999.9,999.9
358,15,2122.7N,115.6E,9999.9,13.7,15,5.8,1015.09999.9,17.6,999.9,999.9,999.9,999.9
359,15,2222.7N,115.6E,9999.9,13.1,25,7.5,1016.29999.9,17.6,999.9,999.9,999.9,999.9
360,15,2322.7N,115.6E,9999.9,12.6,22,7.1,1017.39999.9,17.5,999.9,999.9,999.9,999.9
361,16,0022.7N,115.6E,9999.9,12.3,23,7.1,1018.29999.9,17.5,999.9,999.9,999.9,999.9
362,16,0122.7N,115.6E,9999.9,12.1,21,5.8,1019.19999.9,17.4,999.9,999.9,999.9,999.9
363,16,0222.7N,115.6E,9999.9,11.7,26,9,1019.19999.9,17.4,999.9,999.9,999.9,999.9
364,16,0322.7N,115.6E,9999.9,11.5,11,6.5,1019.99999.9,17.3,999.9,999.9,999.9,999.9
365,16,0422.7N,115.6E,9999.9,11.3,13,6.6,1019.79999.9,17.3,999.9,999.9,999.9,999.9
366,16,0522.7N,115.6E,9999.9,10.8,19,8.2,1019.49999.9,17.3,999.9,999.9,999.9,999.9
367,16,0622.7N,115.6E,9999.9,10.5,25,8.2,1019.49999.9,17.2,999.9,999.9,999.9,999.9
368,16,0722.7N,115.6E,9999.9,10.2,19,7.3,1019.59999.9,17.2,999.9,999.9,999.9,999.9
369,16,0822.7N,115.6E,9999.9,9.8,21,8.4,1019.39999.9,17.1,99.7,99.7,999.9,999.9
370,16,0922.7N,115.6E,9999.9,9.8,21,7,1020.29999.9,17,999.9,999.9,999.9,999.9
371,16,1022.7N,115.6E,9999.9,9.6,21,8.3,1020.99999.9,17,999.9,999.9,999.9,999.9
372,16,1122.7N,115.6E,9999.9,9.4,20,8,1021.69999.9,17.1,99.7,99.7,999.9,999.9
373,16,1222.7N,115.6E,9999.9,9.4,19,6.3,1022.59999.9,17.2,999.9,999.9,999.9,999.9
374,16,1322.7N,115.6E,9999.9,10.2,12,5,1022.89999.9,17.3,999.9,999.9,999.9,999.9
375,16,1422.7N,115.6E,9999.9,11.3,19,5.9,1022.39999.9,17.4,99.7,99.7,999.9,999.9
376,16,1522.7N,115.6E,9999.9,11.7,23,8,1021.59999.9,17.5,999.9,999.9,999.9,999.9
377,16,1622.7N,115.6E,9999.9,12.7,31,7.3,1020.59999.9,17.5,999.9,999.9,999.9,999.9
378,16,1722.7N,115.6E,9999.9,13.5,28,6.4,1019.69999.9,17.4,99.7,99.7,999.9,999.9
379,16,1822.7N,115.6E,9999.9,13.8,26,5.6,1019.09999.9,17.3,999.9,999.9,999.9,999.9
380,16,1922.7N,115.6E,9999.9,13.9,24,5.1,1019.19999.9,17.3,999.9,999.9,999.9,999.9
381,16,2022.7N,115.6E,9999.9,13.6,25,4.5,1019.79999.9,17.3,999.9,999.9,999.9,999.9
382,16,2122.7N,115.6E,9999.9,13.1,17,3.5,1020.29999.9,17.2,999.9,999.9,999.9,999.9
383,16,2222.7N,115.6E,9999.9,12.5,11,3.8,1021.29999.9,17.1,999.9,999.9,999.9,999.9
384,16,2322.7N,115.6E,9999.9,12.2,22,4.9,1021.89999.9,17.1,999.9,999.9,999.9,999.9
385,17,0022.7N,115.6E,9999.9,11.6,25,7.6,1022.29999.9,17.1,999.9,999.9,999.9,999.9
386,17,0122.7N,115.6E,9999.9,11.5,20,5.9,1022.79999.9,17,999.9,999.9,999.9,999.9
387,17,0222.7N,115.6E,9999.9,11.5,25,8,1022.89999.9,17,999.9,999.9,999.9,999.9
388,17,0322.7N,115.6E,9999.9,11.4,27,7.5,1022.79999.9,16.9,999.9,999.9,999.9,999.9
389,17,0422.7N,115.6E,9999.9,11.5,25,7.8,1022.69999.9,16.9,999.9,999.9,999.9,999.9
390,17,0522.7N,115.6E,9999.9,11.7,30,7.2,1022.39999.9,16.9,999.9,999.9,999.9,999.9
391,17,0622.7N,115.6E,9999.9,11.9,34,7.5,1021.99999.9,16.9,999.9,999.9,999.9,999.9
392,17,0722.7N,115.6E,9999.9,11.6,22,6.2,1022.09999.9,16.9,999.9,999.9,999.9,999.9
393,17,0822.7N,115.6E,9999.9,11.1,21,6.1,1022.19999.9,16.9,99.7,99.7,999.9,999.9
394,17,0922.7N,115.6E,9999.9,10.5,24,7.5,1022.69999.9,16.9,999.9,999.9,999.9,999.9
395,17,1022.7N,115.6E,9999.9,10.6,26,8.8,1023.29999.9,16.9,999.9,999.9,999.9,999.9
396,17,1122.7N,115.6E,9999.9,10.7,20,5.5,1024.19999.9,17,99.7,99.7,999.9,999.9
397,17,1222.7N,115.6E,9999.9,11.3,27,7.2,1024.39999.9,17.2,999.9,999.9,999.9,999.9
398,17,1322.7N,115.6E,9999.9,12.2,40,7.2,1024.09999.9,17.4,999.9,999.9,999.9,999.9
399,17,1422.7N,115.6E,9999.9,13.2,34,5.9,1023.89999.9,17.5,99.7,99.7,999.9,999.9
400,17,1522.7N,115.6E,9999.9,13.7,36,5.1,1022.79999.9,17.6,999.9,999.9,999.9,999.9
401,17,1622.7N,115.6E,9999.9,14.7,49,3.4,1021.69999.9,17.5,999.9,999.9,999.9,999.9
402,17,1722.7N,115.6E,9999.9,15.3,73,3.1,1021.09999.9,17.5,99.7,99.7,999.9,999.9
403,17,1822.7N,115.6E,9999.9,15.1,96,4.5,1020.39999.9,17.4,999.9,999.9,999.9,999.9
404,17,1922.7N,115.6E,9999.9,15,94,6.1,1020.49999.9,17.3,999.9,999.9,999.9,999.9
405,17,2022.7N,115.6E,9999.9,14.8,85,4.9,1021.09999.9,17.2,999.9,999.9,999.9,999.9
406,17,2122.7N,115.6E,9999.9,14.5,81,5,1021.99999.9,17.2,999.9,999.9,999.9,999.9
407,17,2222.7N,115.6E,9999.9,14.7,83,5.1,1022.69999.9,17.1,999.9,999.9,999.9,999.9
408,17,2322.7N,115.6E,9999.9,14.9,76,5.5,1023.49999.9,17.1,999.9,999.9,999.9,999.9
409,18,0022.7N,115.6E,9999.9,13.7,22,3.7,1024.19999.9,17.1,999.9,999.9,999.9,999.9
410,18,0122.7N,115.6E,9999.9,13.1,23,5.8,1024.49999.9,17,999.9,999.9,999.9,999.9
411,18,0222.7N,115.6E,9999.9,13.2,23,6.3,1024.79999.9,16.8,999.9,999.9,999.9,999.9
412,18,0322.7N,115.6E,9999.9,12.4,9,3.5,1024.59999.9,16.7,999.9,999.9,999.9,999.9
413,18,0422.7N,115.6E,9999.9,12.1,16,5.5,1024.59999.9,16.6,999.9,999.9,999.9,999.9
414,18,0522.7N,115.6E,9999.9,11.7,19,5.1,1024.29999.9,16.5,999.9,999.9,999.9,999.9
415,18,0622.7N,115.6E,9999.9,11.6,0,6.3,1023.99999.9,16.4,999.9,999.9,999.9,999.9
416,18,0722.7N,115.6E,9999.9,11.2,357,7.3,1023.69999.9,16.3,999.9,999.9,999.9,999.9
417,18,0822.7N,115.6E,9999.9,10.7,1,7.6,1023.89999.9,16.4,99.7,99.7,999.9,999.9
418,18,0922.7N,115.6E,9999.9,10.4,17,5.8,1024.19999.9,16.4,999.9,999.9,999.9,999.9
419,18,1022.7N,115.6E,9999.9,10,19,6.4,1025.09999.9,16.5,999.9,999.9,999.9,999.9
420,18,1122.7N,115.6E,9999.9,10.1,20,6.2,1025.99999.9,16.6,99.7,99.7,999.9,999.9
421,18,1222.7N,115.6E,9999.9,11.2,11,5.4,1026.39999.9,16.9,999.9,999.9,999.9,999.9
422,18,1322.7N,115.6E,9999.9,12.8,26,5.7,1026.29999.9,17,999.9,999.9,999.9,999.9
423,18,1422.7N,115.6E,9999.9,13.9,25,7.4,1025.69999.9,17.2,99.7,99.7,999.9,999.9
424,18,1522.7N,115.6E,9999.9,14.8,23,6.3,1024.49999.9,17.3,999.9,999.9,999.9,999.9
425,18,1622.7N,115.6E,9999.9,15.7,29,5.5,1022.69999.9,17.3,999.9,999.9,999.9,999.9
426,18,1722.7N,115.6E,9999.9,16.8,41,3,1021.59999.9,17.2,99.7,99.7,999.9,999.9
427,18,1822.7N,115.6E,9999.9,16.7,103,3.7,1020.79999.9,17.1,999.9,999.9,999.9,999.9
428,18,1922.7N,115.6E,9999.9,16.4,118,5.7,1020.39999.9,17.1,999.9,999.9,999.9,999.9
429,18,2022.7N,115.6E,9999.9,16,110,7.2,1020.49999.9,17.1,999.9,999.9,999.9,999.9
430,18,2122.7N,115.6E,9999.9,15.5,104,5.1,1020.69999.9,17.1,999.9,999.9,999.9,999.9
431,18,2222.7N,115.6E,9999.9,15.2,79,5.1,1021.09999.9,17,999.9,999.9,999.9,999.9
432,18,2322.7N,115.6E,9999.9,15.3,71,4.6,1021.89999.9,17,999.9,999.9,999.9,999.9
433,19,0022.7N,115.6E,9999.9,15.3,82,7.7,1022.29999.9,17,999.9,999.9,999.9,999.9
434,19,0122.7N,115.6E,9999.9,15.1,71,8.3,1022.79999.9,16.9,999.9,999.9,999.9,999.9
435,19,0222.7N,115.6E,9999.9,14.8,58,7.6,1023.09999.9,16.9,999.9,999.9,999.9,999.9
